166.0,461.0,0.032372535460634434
2.0,316.0,0.09173568682909851
42.0,393.0,0.22457072060875577
31.0,163.0,0.2756121512063239
419.0,392.0,0.27782278913016406
289.0,253.0,0.2838181317717832
289.0,407.0,0.2838181317717832
289.0,307.0,0.2838181317717832
157.0,348.0,0.2931120702683472
34.0,135.0,0.2987370442525689
67.0,337.0,0.30352868875764677
67.0,163.0,0.30352868875764677
336.0,157.0,0.31358651261009274
135.0,34.0,0.31466289652065366
112.0,262.0,0.3194198189641005
157.0,212.0,0.32630636118758194
337.0,364.0,0.3304961566243891
354.0,111.0,0.3424289718049089
287.0,490.0,0.3434011895305769
287.0,199.0,0.3434011895305769
425.0,488.0,0.3436673920030812
205.0,458.0,0.3441650748864589
423.0,32.0,0.34518358869430155
253.0,289.0,0.3456465495160481
253.0,307.0,0.3456465495160481
250.0,189.0,0.3484358884670717
250.0,189.0,0.34899144145316774
105.0,218.0,0.3503918979389513
419.0,444.0,0.3525793878217042
32.0,423.0,0.35857473046332333
90.0,221.0,0.36147980961978354
444.0,134.0,0.36178073415391887
444.0,392.0,0.36178073415391887
444.0,419.0,0.36178073415391887
444.0,286.0,0.36178073415391887
444.0,134.0,0.3621048067291415
444.0,392.0,0.3621048067291415
444.0,419.0,0.3621048067291415
444.0,286.0,0.3621048067291415
157.0,212.0,0.3623478611605585
337.0,364.0,0.3638293357901478
270.0,173.0,0.37245198109517913
107.0,199.0,0.37902602476398156
14.0,372.0,0.38186165979717973
302.0,408.0,0.3826139711325181
253.0,289.0,0.3949981731142409
253.0,407.0,0.3949981731142409
253.0,307.0,0.3949981731142409
186.0,411.0,0.39612085310697653
186.0,140.0,0.39612085310697653
253.0,407.0,0.39643335166165555
186.0,411.0,0.39766019783928414
186.0,140.0,0.39766019783928414
183.0,106.0,0.39794954835287577
163.0,31.0,0.39930370875648474
5.0,107.0,0.40006759411236675
183.0,229.0,0.40176897513228566
286.0,263.0,0.40768329963009914
286.0,392.0,0.40768329963009914
286.0,419.0,0.40768329963009914
72.0,135.0,0.41355132804573785
303.0,1.0,0.4206693506800926
354.0,360.0,0.42329665334350486
303.0,1.0,0.4246045176649392
205.0,482.0,0.4272549683694387
67.0,205.0,0.42984754897121996
328.0,65.0,0.43144476380624586
61.0,384.0,0.4328567943125731
303.0,1.0,0.43779890108471864
103.0,297.0,0.4426947117746895
326.0,312.0,0.4434585971305714
62.0,157.0,0.4480303352453196
337.0,364.0,0.4481576494712999
458.0,205.0,0.4496391241008892
157.0,212.0,0.45305346016127074
183.0,233.0,0.4531923484077947
157.0,212.0,0.45379419747606536
65.0,328.0,0.4601483347545381
134.0,286.0,0.4601714827956254
134.0,444.0,0.4601714827956254
187.0,459.0,0.46149092113760337
187.0,246.0,0.46149092113760337
187.0,6.0,0.46149092113760337
187.0,401.0,0.46149092113760337
187.0,356.0,0.46149092113760337
187.0,233.0,0.46149092113760337
187.0,199.0,0.46149092113760337
187.0,114.0,0.46149092113760337
84.0,336.0,0.4619307339182627
285.0,56.0,0.46257887906870804
137.0,433.0,0.46917607077859774
218.0,157.0,0.47440752806433495
218.0,328.0,0.47440752806433495
187.0,401.0,0.4749630810504309
374.0,305.0,0.4776714018576488
157.0,212.0,0.4836783185198115
4.0,157.0,0.4884236669427147
253.0,289.0,0.489488476832732
253.0,307.0,0.489488476832732
165.0,157.0,0.49647918524110635
246.0,32.0,0.498712971206034
246.0,423.0,0.498712971206034
286.0,263.0,0.49915278398669327
285.0,157.0,0.5012129596434659
